,date,weather_code,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,cloud_cover_mean,cloud_cover_max,cloud_cover_min,dew_point_2m_mean,dew_point_2m_max,dew_point_2m_min,et0_fao_evapotranspiration_sum,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,snowfall_water_equivalent_sum,pressure_msl_mean,pressure_msl_max,pressure_msl_min,surface_pressure_mean,surface_pressure_max,surface_pressure_min,winddirection_10m_dominant,wind_gusts_10m_mean,wind_speed_10m_mean,wind_gusts_10m_min,wind_speed_10m_min,wet_bulb_temperature_2m_mean,wet_bulb_temperature_2m_max,wet_bulb_temperature_2m_min,vapour_pressure_deficit_max,soil_moisture_0_to_100cm_mean,soil_moisture_0_to_7cm_mean,soil_moisture_28_to_100cm_mean,soil_moisture_7_to_28cm_mean,soil_temperature_0_to_100cm_mean,soil_temperature_0_to_7cm_mean,soil_temperature_28_to_100cm_mean,soil_temperature_7_to_28cm_mean
0,2009-12-31 17:00:00+00:00,3.0,26.865667,32.424,22.124,30.105171,37.050293,25.834944,1262301107,1262342522,41416.285,38025.074,0.0,0.0,0.0,0.0,11.91812,23.4,115.42212,19.75,4.4773164,76.0,100.0,4.0,20.303167,21.224,18.924002,4.4773164,69.61603,93.49204,44.871296,0.0,1009.49585,1011.4,1007.2,1008.80634,1010.714,1006.524,115.42212,16.874996,7.035946,8.64,3.096837,22.347967,23.533812,21.236208,2.6828942,0.33121243,0.11800003,0.36349997,0.2915833,30.245752,31.473999,29.940672,30.882334
1,2010-01-01 17:00:00+00:00,3.0,27.773996,33.424,22.874,30.146269,36.35107,25.044212,1262387531,1262428955,41425.047,30145.898,0.0,0.0,0.0,0.0,12.475961,25.919998,110.85453,17.18,4.555931,96.333336,100.0,85.0,19.188583,21.174002,17.324001,4.555931,61.4048,78.947426,40.344757,0.0,1009.83344,1011.9,1007.3,1009.1457,1011.21735,1006.6239,110.85453,19.62,8.684004,8.64,5.3999996,21.951712,23.626175,19.793427,3.0708847,0.3302454,0.11691665,0.3625416,0.29062495,30.266523,31.263586,29.99483,30.865667
2,2010-01-02 17:00:00+00:00,3.0,28.107332,32.674,24.524,31.051062,36.856926,27.867725,1262473954,1262515388,41434.55,37501.68,0.0,0.0,0.0,0.0,12.43434,25.56,125.632744,17.38,4.3671346,84.583336,100.0,37.0,20.31775,21.424002,19.174002,4.3671346,63.86002,77.99098,45.642925,0.0,1010.14996,1012.5,1008.0,1009.4629,1011.816,1007.3235,125.632744,19.319998,8.111016,10.08,3.671294,22.733322,24.120064,21.477163,2.6826975,0.32939285,0.11604165,0.361625,0.29,30.429476,32.096916,30.048996,31.178164
3,2010-01-03 17:00:00+00:00,3.0,27.571917,32.874,24.174002,30.069998,35.881683,27.315323,1262560376,1262601820,41444.785,37572.76,0.0,0.0,0.0,0.0,12.641076,26.28,131.2659,19.9,4.9705796,48.791668,100.0,1.0,19.799002,21.224,17.574001,4.9705796,64.679085,80.90639,40.19461,0.0,1009.36237,1011.9,1007.0,1008.6748,1011.21075,1006.32355,131.2659,22.32,10.458047,14.759999,6.9527545,22.277056,22.936907,21.582365,2.985357,0.32850167,0.11541665,0.36066672,0.28925002,30.51042,31.909416,30.1365,31.326086
4,2010-01-04 17:00:00+00:00,3.0,27.365664,33.573997,23.524,29.95373,36.650078,26.840105,1262646796,1262688251,41455.742,37285.91,0.0,0.0,0.0,0.0,15.617529,30.960001,126.78027,19.47,4.9434524,65.833336,98.0,11.0,20.355251,21.374,18.724,4.9434524,67.72796,85.88703,42.19362,0.0,1009.3958,1011.6,1007.0,1008.7075,1010.9156,1006.32666,126.78027,24.674997,11.765998,15.4800005,7.24486,22.538794,23.815983,21.696262,3.00055,0.32779422,0.11454168,0.36000004,0.28845838,30.498236,31.534418,30.190672,31.20733
5,2010-01-05 17:00:00+00:00,3.0,27.313581,32.974,23.374,29.366362,35.60307,25.697012,1262733216,1262774682,41467.418,38168.633,0.0,0.0,0.0,0.0,16.489416,35.64,123.81671,21.11,5.4176526,54.458332,100.0,2.0,19.782335,20.374,18.724,5.4176526,65.19554,81.99049,42.962074,0.0,1010.25836,1012.3,1008.1,1009.5693,1011.6038,1007.4247,123.81671,27.344995,13.488601,20.519999,10.1887,22.147692,23.65076,21.033379,2.8629773,0.3271699,0.11437502,0.35941675,0.28754178,30.483833,31.282331,30.236498,31.065666
6,2010-01-06 17:00:00+00:00,2.0,27.653166,33.774,23.024,29.335642,35.55595,24.230722,1262819634,1262861113,41479.938,37876.63,0.0,0.0,0.0,0.0,14.471821,32.039997,120.43594,21.39,5.551652,24.708334,72.0,5.0,18.096918,21.374,14.674,5.551652,58.94348,79.93263,31.968386,0.0,1011.5584,1013.5,1009.3,1010.8692,1012.8116,1008.6239,120.43594,23.145002,11.1910095,17.28,8.4963045,21.328787,23.047853,18.988081,3.5719986,0.3262379,0.11354164,0.35845825,0.28666675,30.513021,31.501083,30.273993,31.003166
7,2010-01-07 17:00:00+00:00,3.0,27.209414,32.823997,22.424002,30.448214,36.36933,26.037386,1262906052,1262947544,41493.332,38071.254,0.0,0.0,0.0,0.0,14.336861,28.08,129.78308,20.26,4.5166197,44.416668,93.0,4.0,20.105251,22.174002,17.074001,4.5166197,68.08822,90.95822,39.426697,0.0,1011.61664,1014.3,1009.0,1010.9265,1013.6081,1008.3237,129.78308,16.619999,6.761252,8.28,1.0182338,22.373274,23.339123,21.28152,3.0152926,0.32539907,0.11341664,0.35749996,0.2860001,30.619398,32.107327,30.298988,31.221914
8,2010-01-08 17:00:00+00:00,51.0,27.253172,31.424002,24.024,30.82461,34.966274,28.477123,1262992469,1263033975,41507.582,36971.543,0.1,0.1,0.0,1.0,11.988594,23.039999,114.3411,17.82,4.0253315,71.708336,100.0,20.0,21.026083,22.474,19.174002,4.0253315,70.66398,91.06157,48.81129,0.0,1011.2708,1013.4,1008.7,1010.58105,1012.7091,1008.02045,114.3411,15.764999,6.493464,5.3999996,0.35999998,22.938759,23.336054,22.496555,2.3459857,0.3247547,0.11470831,0.35662496,0.28549996,30.717253,32.10525,30.35734,31.48858
9,2010-01-09 17:00:00+00:00,51.0,26.996916,30.524,23.874,30.369255,34.33681,27.877426,1263078885,1263120407,41522.645,37363.953,0.6,0.6,0.0,5.0,11.988594,23.039999,125.82389,16.96,3.8429034,58.458332,100.0,17.0,20.76775,21.674002,19.724,3.8429034,69.85805,86.979965,52.867416,0.0,1011.23737,1013.0,1008.9,1010.54706,1012.3125,1008.21844,125.82389,16.605,6.752976,7.92,2.8116899,22.652723,23.253185,21.995247,2.0593436,0.32444763,0.11825001,0.35599998,0.28499997,30.737373,31.692749,30.430254,31.471918
10,2010-01-10 17:00:00+00:00,3.0,27.4365,32.124,23.824001,30.46982,35.61925,27.470207,1263165301,1263206839,41538.496,36772.895,0.0,0.0,0.0,0.0,12.4811535,23.4,123.872734,18.48,4.2718616,76.25,100.0,7.0,20.007334,21.624,18.174002,4.2718616,65.76445,85.926346,43.545357,0.0,1011.89996,1014.5,1009.6,1011.21027,1013.8111,1008.9204,123.872734,17.414999,7.0817294,9.36,1.9386592,22.354134,22.964863,21.634228,2.7015152,0.32401168,0.11854165,0.35549998,0.28454164,30.736252,31.805254,30.461504,31.321917
