weather_code,temperature_2m_mean,apparent_temperature_mean,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,precipitation_hours,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,cloud_cover_mean,dew_point_2m_mean,et0_fao_evapotranspiration_sum,relative_humidity_2m_mean,pressure_msl_mean,surface_pressure_mean,winddirection_10m_dominant,wind_gusts_10m_mean,wind_speed_10m_mean,wet_bulb_temperature_2m_mean,vapour_pressure_deficit_max,soil_moisture_0_to_100cm_mean,soil_moisture_0_to_7cm_mean,soil_moisture_28_to_100cm_mean,soil_moisture_7_to_28cm_mean,soil_temperature_0_to_100cm_mean,soil_temperature_0_to_7cm_mean,soil_temperature_28_to_100cm_mean,soil_temperature_7_to_28cm_mean,month,year
61,26.136503,31.20154,41410.133,37128.84,3.6000001,3.6000001,5.0,68.198524,18.4,3.7644882,68.833336,22.921919,3.7644882,83.78655,1009.35004,1008.65894,68.198524,15.285001,4.139157,23.828972,1.7540023,0.3939675,0.22487499,0.4189168,0.3647916,26.636873,28.480247,26.173998,27.609415,12,1999
51,26.232336,31.003428,41418.68,37241.055,0.1,0.1,1.0,74.1198,18.53,3.7663896,72.875,22.476082,3.7663896,81.21357,1009.24164,1008.5508,74.1198,12.09,4.135929,23.552729,1.8040831,0.3931171,0.23845835,0.41737497,0.36150002,26.854609,28.459417,26.407333,27.853167,1,2000
51,26.351084,31.114206,41428.082,36275.39,0.1,0.1,1.0,101.0295,18.16,3.740827,66.208336,22.674002,3.740827,81.6253,1008.99176,1008.3013,101.0295,14.804999,4.805596,23.72155,1.7422357,0.3900179,0.22366667,0.41554162,0.3579583,27.014732,28.484415,26.611502,27.907333,1,2000
53,26.736498,31.851967,41438.312,37407.688,0.7,0.7,1.0,95.30726,18.6,3.8168383,62.666668,23.063583,3.8168383,81.24676,1009.05835,1008.36884,95.30726,14.73,4.2156835,24.075874,1.7023673,0.38771832,0.21795833,0.413875,0.35462502,27.220648,28.882334,26.801086,28.10525,1,2000
53,26.4365,31.569542,41449.35,36578.19,1.4000001,1.4000001,2.0,137.10553,18.1,3.753425,62.041668,23.071915,3.753425,83.17376,1009.91254,1009.22174,137.10553,12.749999,4.03018,24.029022,1.7666004,0.38667503,0.22537506,0.4124584,0.3520416,27.413689,28.936495,26.988577,28.363586,1,2000
55,26.184418,30.90856,41461.18,36998.35,1.8000001,1.8000001,5.0,124.06095,18.36,3.7454305,64.5,22.728165,3.7454305,82.54278,1010.0999,1009.4085,124.06095,13.875,5.220929,23.70358,1.8040831,0.38549748,0.23249997,0.41075003,0.34991667,27.494123,28.6615,27.153166,28.273996,1,2000
53,26.013582,30.892485,41473.777,37178.914,0.7,0.7,2.0,126.2826,16.34,3.3449402,77.0,22.892746,3.3449402,83.841545,1010.49994,1009.80786,126.2826,13.1849985,4.3945045,23.755976,1.6828144,0.385283,0.24641664,0.40950003,0.34854165,27.55494,28.417753,27.284409,28.194834,1,2000
3,25.921915,30.04863,41487.113,36000.0,0.0,0.0,0.0,107.10278,15.67,3.3842936,95.125,22.051085,3.3842936,80.71073,1010.425,1009.7327,107.10278,14.325001,6.0224853,23.176878,1.7673261,0.3833971,0.23670828,0.40824994,0.34708342,27.553732,27.971914,27.384415,27.994833,1,2000
3,25.801085,29.469046,41501.17,33961.72,0.0,0.0,0.0,128.30464,19.77,4.212404,84.375,20.723999,4.212404,74.89222,1010.4041,1009.7115,128.30464,13.605,5.742643,22.227728,2.0452542,0.3802079,0.21466671,0.4065834,0.34495828,27.58098,28.221916,27.43442,27.869833,1,2000
3,26.61358,30.417067,41515.92,37770.67,0.0,0.0,0.0,105.642334,20.01,4.2920084,88.25,21.271915,4.2920084,74.26897,1009.79175,1009.1014,105.642334,15.120002,6.6429954,22.868803,2.2820764,0.37703338,0.1923333,0.40520844,0.342,27.706167,28.734419,27.48858,28.109413,1,2000
51,27.059416,30.49421,41531.348,36163.562,0.1,0.1,1.0,104.03627,17.93,4.161742,75.625,21.48025,4.161742,72.66089,1009.5457,1008.85675,104.03627,22.53,9.281435,23.118195,2.1590514,0.37409785,0.17641665,0.4035416,0.33904156,27.85392,28.89692,27.584425,28.430252,1,2000
51,26.811502,30.306623,41547.426,38082.02,0.1,0.1,1.0,124.00379,20.7,4.5661817,5.2916665,21.438583,4.5661817,74.16531,1009.51666,1008.82697,124.00379,19.53,9.464644,23.041191,2.2617087,0.37185454,0.16620836,0.4022083,0.3363333,27.987688,29.41775,27.674002,28.5865,1,2000
3,26.43025,30.606787,41564.133,37572.645,0.0,0.0,0.0,137.3731,19.03,4.063401,52.416668,22.117746,4.063401,78.83086,1008.9207,1008.23065,137.3731,15.48,6.9433784,23.373077,2.0724752,0.36953536,0.15879165,0.40058327,0.3333333,28.14669,29.78025,27.778158,28.865662,1,2000
51,26.276083,30.379522,41581.445,37272.535,0.3,0.3,2.0,137.53148,16.93,3.655678,30.625,21.861498,3.655678,78.431435,1008.57916,1007.8889,137.53148,13.634999,5.7904687,23.167412,2.0430474,0.3679671,0.15495834,0.39945844,0.33099997,28.252958,29.632334,27.892748,29.028168,1,2000
51,26.734419,30.711935,41599.34,37853.24,0.3,0.3,2.0,132.78235,17.57,3.8261087,27.166666,21.726084,3.8261087,75.87638,1009.26245,1008.57294,132.78235,15.209998,6.3563905,23.2195,2.2401245,0.36604834,0.15133333,0.39787495,0.32850006,28.373795,29.884415,27.998995,29.15525,1,2000
3,26.861498,30.886711,41617.797,38102.516,0.0,0.0,0.0,128.53593,19.96,4.333999,45.708332,21.559418,4.333999,74.76111,1010.04175,1009.35156,128.53593,14.639999,6.2245326,23.147781,2.3526304,0.36421633,0.14612503,0.39654163,0.32608327,28.544937,30.5365,28.105253,29.388586,1,2000
51,27.155245,31.282309,41636.793,38231.99,0.2,0.2,2.0,124.718666,19.13,4.163548,55.208332,21.751083,4.163548,74.10111,1010.08746,1009.39825,124.718666,14.145,5.7918754,23.357042,2.3647356,0.36274338,0.14345832,0.395375,0.3239583,28.74305,30.790667,28.24691,29.7615,1,2000
61,26.403168,30.607384,41656.31,36664.805,3.7000003,3.7000003,7.0,130.5153,17.1,3.617606,94.083336,22.1615,3.617606,78.53222,1011.25,1010.55817,130.5153,16.109999,6.229374,23.367876,2.1061025,0.36222836,0.15858336,0.3938333,0.32175004,28.80781,30.105246,28.3865,29.81983,1,2000
51,26.149,29.88565,41676.324,37145.414,0.1,0.1,1.0,115.699135,18.62,4.0082493,81.0,21.038584,4.0082493,74.845695,1011.4876,1010.7951,115.699135,14.8949995,5.989371,22.572332,1.9726698,0.3623792,0.17679167,0.3926251,0.32054177,28.717962,29.282333,28.48025,29.344831,1,2000
3,26.451082,29.30134,41697.04,37281.832,0.0,0.0,0.0,105.302505,17.63,3.9158046,66.5,19.363585,3.9158046,66.51548,1011.73737,1011.0456,105.302505,13.605,5.8724723,21.611837,2.3879654,0.36019042,0.16141663,0.3915416,0.31895825,28.69427,29.313583,28.513578,29.10733,1,2000
3,25.903166,28.915472,41718.523,38583.703,0.0,0.0,0.0,115.426834,22.03,4.563545,74.75,18.826082,4.563545,67.46857,1013.1499,1012.4558,115.426834,12.945,4.657697,21.143425,2.5915146,0.35794666,0.14754169,0.3903333,0.31704167,28.737442,29.7865,28.528158,29.105247,1,2000
3,25.686499,28.402662,41740.74,36473.473,0.0,0.0,0.0,313.7547,18.23,3.8297448,98.208336,18.603165,3.8297448,66.83027,1011.88745,1011.19354,313.7547,12.134999,4.3015122,20.900099,2.2829247,0.35565796,0.13841666,0.38862506,0.31504172,28.719421,29.334414,28.553156,29.084417,1,2000
53,26.007332,29.842567,41763.652,35948.402,0.8,0.8,2.0,79.909,16.89,3.6725607,71.375,21.413584,3.6725607,77.767914,1010.97504,1010.2824,79.909,13.874999,6.013577,22.792738,2.2880976,0.3547875,0.14225,0.38754168,0.3133334,28.818064,29.886497,28.578165,29.284416,1,2000
3,27.028166,30.93036,41787.223,36604.625,0.0,0.0,0.0,88.88402,18.58,4.27517,80.166664,21.915665,4.27517,75.34159,1011.16656,1010.4765,88.88402,20.94,7.9679484,23.429474,2.0680223,0.35448083,0.15370834,0.38650003,0.31162494,28.911713,30.069838,28.63025,29.490664,1,2000
3,27.040667,29.997202,41811.42,38232.777,0.0,0.0,0.0,94.53088,18.6,4.484572,79.791664,20.378168,4.484572,69.296135,1011.65826,1010.96783,94.53088,17.175,8.82566,22.460434,2.7948318,0.3528938,0.14500003,0.38545844,0.3105416,28.95088,30.05525,28.678171,29.517752,1,2000
51,27.009417,29.771502,41836.207,37308.69,0.2,0.2,1.0,60.129436,19.36,4.478763,77.958336,19.482332,4.478763,65.01774,1012.1208,1011.42975,60.129436,17.144999,7.2708554,21.862696,2.5349007,0.35116246,0.13774998,0.38420832,0.30900002,29.014772,30.144835,28.73025,29.61358,1,2000
51,26.369835,28.808334,41861.543,35549.46,0.1,0.1,1.0,41.72093,16.77,3.8933847,66.875,18.569836,3.8933847,63.401566,1012.2083,1011.51587,41.72093,14.474999,5.8126793,21.094799,2.3034692,0.34951004,0.13450001,0.38266662,0.3075001,28.990274,29.619833,28.773993,29.521917,1,2000
3,26.092749,27.426947,41887.395,37662.105,0.0,0.0,0.0,26.250252,21.54,5.0482044,89.708336,15.946916,5.0482044,55.03815,1012.7959,1012.1023,26.250252,17.759998,7.5368876,19.516436,2.8565974,0.34817004,0.13087502,0.3815833,0.30604157,28.996437,29.936499,28.790657,29.388582,1,2000
3,26.244833,28.428091,41913.734,38538.438,0.0,0.0,0.0,42.397377,19.62,4.3332763,89.416664,17.36775,4.3332763,59.438457,1013.3083,1012.6148,42.397377,12.599999,4.966073,20.349,2.6928225,0.34675416,0.12629169,0.38050005,0.30454165,29.09923,30.44692,28.82608,29.586494,1,2000
3,27.069834,29.314337,41940.523,37354.516,0.0,0.0,0.0,40.577816,19.24,4.4369793,86.833336,17.740665,4.4369793,57.95425,1014.1084,1013.4162,40.577816,13.275002,5.54787,20.871027,2.781106,0.34533706,0.12370833,0.37920842,0.30308333,29.296295,31.128174,28.8865,30.090666,1,2000
3,26.48233,27.75706,41967.73,34766.457,0.0,0.0,0.0,3.0127192,16.61,3.9762592,78.125,15.767749,3.9762592,52.218647,1013.9958,1013.3024,3.0127192,14.444999,5.4153805,19.547674,2.6119366,0.3439088,0.12212502,0.37779155,0.3016667,29.272232,30.028166,28.973999,30.04275,1,2000
3,26.1365,27.630232,41995.316,36634.363,0.0,0.0,0.0,7.7182274,19.19,4.591739,55.166668,16.428167,4.591739,56.30824,1013.0291,1012.33563,7.7182274,16.185,6.9015613,19.78802,2.8946612,0.34271586,0.12045833,0.37662503,0.3005418,29.240334,30.188583,29.005247,29.73025,1,2000
3,26.384417,28.236895,42023.254,38904.71,0.0,0.0,0.0,354.40073,21.73,4.8656855,48.916668,16.751081,4.8656855,56.88408,1013.071,1012.37787,354.40073,15.405,6.065378,20.068485,2.726458,0.34161505,0.11900001,0.37554166,0.2994999,29.37367,30.934416,29.03649,30.009415,2,2000
3,26.188583,29.03314,42051.508,38427.652,0.0,0.0,0.0,277.74466,20.48,4.5086474,82.916664,19.063581,4.5086474,68.152725,1012.6082,1011.9151,277.74466,14.984998,6.21221,21.422226,2.665979,0.34055886,0.11787503,0.3745,0.2984166,29.44471,30.938583,29.088593,30.16775,2,2000
3,26.85317,30.340384,42080.05,36392.47,0.0,0.0,0.0,151.4443,20.33,4.600303,74.916664,20.413584,4.600303,70.55169,1010.40015,1009.7097,151.4443,15.255,6.261106,22.444414,2.8076842,0.33946455,0.11683331,0.37345842,0.29712498,29.669794,31.878166,29.186502,30.590668,2,2000
3,27.461502,30.672392,42108.848,38787.387,0.0,0.0,0.0,213.11153,20.52,4.7226877,91.5,20.192753,4.7226877,67.50768,1009.52905,1008.8408,213.11153,17.355,7.3337865,22.517126,3.0152926,0.33814585,0.115958326,0.37212506,0.29570836,29.826986,32.015667,29.294828,30.921915,2,2000
51,26.290665,29.669641,42137.87,23645.807,0.3,0.3,3.0,138.05568,14.86,3.4701982,98.833336,20.590666,3.4701982,73.52093,1009.0376,1008.3471,138.05568,16.41,6.3985944,22.399612,2.653129,0.3373358,0.1180833,0.37099996,0.29500005,29.81077,30.788582,29.403168,30.882332,2,2000
51,25.759415,28.99756,42167.08,2524.9355,1.4000001,1.4000001,5.0,55.84035,9.57,2.5250278,95.125,20.496918,2.5250278,74.42513,1009.09174,1008.3999,55.84035,15.465,6.1572185,22.118896,2.1202388,0.33703163,0.124791674,0.37008324,0.2944584,29.560776,29.01983,29.474,30.03858,2,2000
61,25.253166,28.307045,42196.47,23292.67,2.6000001,2.6000001,3.0,157.41266,12.57,2.8915405,87.083336,19.807333,2.8915405,74.69622,1009.6541,1008.96094,157.41266,13.544998,5.366113,21.602661,2.359715,0.33927333,0.16333336,0.36958334,0.29400006,29.24781,28.16775,29.401087,29.082335,2,2000
3,25.934418,28.463623,42226.27,37634.023,0.0,0.0,0.0,133.61417,17.13,3.9770494,95.291664,19.23025,3.9770494,68.66688,1009.5374,1008.84576,133.61417,17.325,7.3221393,21.381224,2.6676426,0.33762753,0.150625,0.36866665,0.29354176,29.19694,29.067749,29.292742,28.911499,2,2000
3,26.259417,29.03897,42256.594,38328.812,0.0,0.0,0.0,263.49445,19.78,4.4721947,99.5,19.2615,4.4721947,68.33838,1010.0876,1009.3962,263.49445,14.565,6.458339,21.53878,2.757731,0.33579922,0.13729167,0.36766663,0.2927083,29.234169,29.853165,29.192757,29.169836,2,2000
3,26.528162,29.780138,42287.39,38516.715,0.0,0.0,0.0,153.68333,19.41,4.4042664,91.5,20.33233,4.4042664,71.5709,1010.15424,1009.4634,153.68333,17.175,7.0133724,22.298407,2.6861842,0.33431795,0.12854166,0.36666676,0.29199994,29.437067,30.948996,29.180254,29.813583,2,2000
3,26.665667,29.76149,42318.64,33220.824,0.0,0.0,0.0,158.64708,19.98,4.596141,57.125,19.5365,4.596141,66.880516,1009.33746,1008.64764,158.64708,16.56,6.0844064,21.78601,2.87088,0.33311874,0.123749994,0.36562493,0.29145828,29.630066,31.505249,29.234415,30.361498,2,2000
51,27.163582,30.655508,42350.3,38629.15,0.6,0.6,3.0,130.0587,20.34,4.613236,17.916666,20.86567,4.613236,69.84969,1008.52075,1007.83276,130.0587,16.605,7.6984105,22.764748,2.6549966,0.33220124,0.123249985,0.3646666,0.29054162,29.83771,32.044834,29.328173,30.849,2,2000
61,27.428167,31.197136,42382.34,38856.24,3.4,3.4,4.0,121.49849,20.34,4.622263,87.291664,21.79275,4.622263,72.964226,1008.82086,1008.1331,121.49849,19.679998,8.698697,23.459707,2.519153,0.3321383,0.13083337,0.36399996,0.29,29.945917,31.828165,29.444838,31.0365,2,2000
51,27.453163,31.348322,42414.727,39371.48,0.4,0.4,1.0,114.424164,19.39,4.4423513,72.916664,21.888582,4.4423513,72.8858,1009.57916,1008.89105,114.424164,21.389997,7.9857802,23.508087,2.3767428,0.33220834,0.13920833,0.36341664,0.28954166,29.980585,31.494837,29.544825,30.969833,2,2000
3,27.303167,29.93381,42447.426,39388.773,0.0,0.0,0.0,122.99001,22.65,5.420719,66.333336,19.353167,5.420719,63.924236,1009.2874,1008.5992,122.99001,19.124998,8.77626,21.901802,2.9904466,0.33096504,0.13250001,0.36249995,0.289,30.027296,31.559416,29.634417,30.86358,2,2000
53,27.674002,30.822119,42480.414,38896.582,0.5,0.5,1.0,112.67848,20.18,4.773894,63.041668,19.994833,4.773894,63.848343,1009.0916,1008.40436,112.67848,18.269999,7.1894855,22.375107,2.852513,0.32966456,0.12608337,0.36150002,0.28837505,30.140936,32.011497,29.694838,31.046919,2,2000
51,27.973999,30.702936,42513.65,39626.56,0.2,0.2,1.0,119.109055,20.05,5.124966,63.5,20.974,5.124966,67.00208,1009.6082,1008.9214,119.109055,25.305,12.421474,23.092896,2.5281332,0.32892212,0.12720834,0.3605417,0.2877501,30.214561,31.655252,29.788572,31.194838,2,2000
53,27.613585,31.368134,42547.105,39125.785,1.1,1.1,3.0,131.14789,21.08,4.859207,89.125,21.732332,4.859207,72.07916,1009.63336,1008.9453,131.14789,20.490002,9.02746,23.477644,2.5887754,0.32814825,0.12783332,0.3596251,0.28700006,30.27565,31.982332,29.853172,31.15525,2,2000
3,27.60317,31.691217,42580.75,37470.676,0.0,0.0,0.0,149.60454,20.73,4.7446623,91.166664,21.684418,4.7446623,72.88469,1009.33746,1008.6497,149.60454,16.710001,6.6398506,23.499998,2.7449288,0.3273954,0.12579165,0.35887507,0.28666675,30.365797,32.146915,29.93442,31.251085,2,2000
51,27.782331,31.984335,42614.56,39570.457,0.2,0.2,1.0,144.14326,19.77,4.5563655,42.041668,22.459417,4.5563655,74.464615,1009.67487,1008.98755,144.14326,19.05,8.226938,24.014711,2.366953,0.3264504,0.12329168,0.35799992,0.2860001,30.497292,32.459415,30.005243,31.53025,2,2000
51,27.994833,32.158886,42648.49,38205.914,0.3,0.3,1.0,131.93211,20.24,4.716453,73.708336,22.36567,4.716453,73.47959,1009.7959,1009.1089,131.93211,19.484999,8.394349,24.0333,2.662042,0.32615164,0.12416669,0.35749996,0.2860001,30.588081,32.444836,30.096924,31.653166,2,2000
51,28.117752,32.23614,42682.527,39598.195,0.1,0.1,1.0,135.23198,20.29,4.770193,31.416666,22.301085,4.770193,72.88749,1009.4876,1008.8007,135.23198,19.65,8.34866,24.043493,2.7016532,0.32533208,0.12420831,0.35662496,0.2850833,30.66371,32.438583,30.188585,31.701082,2,2000
51,27.932333,32.026466,42716.633,39934.113,0.3,0.3,2.0,129.39302,21.23,4.9558277,45.75,22.590666,4.9558277,75.04511,1010.0833,1009.39594,129.39302,20.88,9.869269,24.178606,2.756743,0.32499,0.12599999,0.35599998,0.28499997,30.707945,32.236504,30.278158,31.671915,2,2000
61,28.074,32.778168,42750.78,39406.285,1.8,1.8,2.0,128.93724,20.1,4.600431,58.166668,22.790667,4.600431,74.91677,1009.85406,1009.16724,128.93724,18.795,6.4108195,24.33632,2.801414,0.32542834,0.13920832,0.3554583,0.28454164,30.76419,32.43025,30.334421,31.682335,2,2000
3,28.246918,32.135303,42784.94,39087.996,0.0,0.0,0.0,63.90466,19.67,4.474252,61.166668,21.557335,4.474252,68.973076,1009.16254,1008.4764,63.90466,17.444998,6.787518,23.595215,2.494371,0.3253096,0.14770833,0.35462502,0.28399995,30.70492,31.578165,30.382334,31.519836,2,2000
51,27.315668,29.70228,42819.082,25935.79,0.9,0.9,3.0,66.3895,16.44,4.2953925,78.0,18.623999,4.2953925,60.48325,1009.8667,1009.17804,66.3895,17.805,7.4180856,21.471998,3.0431798,0.3240954,0.13679169,0.35400006,0.28399995,30.590044,30.984415,30.399002,31.11358,2,2000
63,27.1865,31.417711,42853.19,31828.27,4.3,4.3,5.0,56.4471,16.06,3.5741708,97.916664,21.705252,3.5741708,73.44982,1010.4959,1009.80634,56.4471,15.720001,4.35408,23.341162,2.3514018,0.32443255,0.14800002,0.3535001,0.2835833,30.57002,31.213583,30.382338,30.999,2,2000
51,27.774,31.550741,42887.508,40337.92,0.3,0.3,2.0,90.53246,21.33,4.924995,65.208336,21.867752,4.924995,72.64219,1010.28754,1009.5994,90.53246,20.189999,9.063588,23.675034,2.506304,0.32554832,0.16995837,0.35300004,0.28329167,30.506752,30.955252,30.361506,30.85525,2,2000
51,27.871918,30.89444,42922.125,40013.273,0.1,0.1,1.0,103.246544,21.7,5.2967787,32.25,20.56775,5.2967787,66.48801,1010.1208,1009.43317,103.246544,21.119999,9.624061,22.83085,2.8595126,0.3237904,0.15129167,0.35245845,0.283,30.484045,31.153168,30.334412,30.774002,2,2000
53,27.919832,31.717546,42957.023,40137.527,0.7,0.7,2.0,109.56024,21.28,4.8168077,24.208334,20.9615,4.8168077,67.532845,1010.45416,1009.7664,109.56024,16.875,6.1259933,23.079672,2.8163702,0.32229504,0.13849998,0.35162497,0.283,30.614487,32.15942,30.315659,31.124002,3,2000
51,27.978165,32.566456,42992.17,39574.74,0.70000005,0.70000005,5.0,93.44732,22.45,4.8110414,44.791668,21.865664,4.8110414,71.34113,1010.8499,1010.1622,93.44732,14.055,4.3987584,23.699888,2.4447005,0.32239923,0.14741668,0.35099995,0.28266668,30.746233,32.521915,30.340675,31.54483,3,2000
51,28.482336,32.613117,43027.54,38825.273,0.2,0.2,1.0,187.49585,21.22,4.9024754,78.541664,21.8115,4.9024754,69.36814,1009.85834,1009.17236,187.49585,17.399998,6.6060867,23.829054,2.8525903,0.32123205,0.13745832,0.35054168,0.28200004,30.892984,32.809414,30.430254,31.840666,3,2000
61,28.055252,32.75674,43063.1,39584.395,3.9999998,3.9999998,7.0,226.09457,21.24,4.6774216,89.458336,22.844833,4.6774216,75.103294,1008.59576,1007.90967,226.09457,17.265001,6.7368145,24.344385,2.5129437,0.3220146,0.15420833,0.34999993,0.28200004,30.991003,32.949,30.496912,32.032337,3,2000
53,27.496918,32.67303,43098.84,37016.688,1.5,1.5,7.0,168.49345,17.49,3.7173297,94.208336,23.642748,3.7173297,80.33825,1008.56244,1007.8752,168.49345,14.414998,5.279017,24.693312,1.9465935,0.32713497,0.23000002,0.34949997,0.2828333,30.83256,31.074,30.573996,31.638582,3,2000
55,27.292753,32.353146,43134.72,34791.54,2.8000002,2.8000002,6.0,160.88693,18.24,3.9234586,95.041664,23.730253,3.9234586,81.91412,1009.429,1008.7407,160.88693,17.084997,6.902825,24.708323,1.9965353,0.32819828,0.24483334,0.349,0.2846667,30.600145,30.369833,30.546911,30.859415,3,2000
51,27.490664,32.49358,43170.72,37936.203,0.8,0.8,4.0,173.05293,18.46,4.007294,87.625,23.15108,4.007294,78.75367,1009.90826,1009.22,173.05293,15.224998,5.18254,24.383705,2.2484627,0.32958087,0.2532083,0.349,0.28845838,30.467773,30.32608,30.490667,30.4365,3,2000
51,28.113585,33.00199,43206.805,37307.05,0.1,0.1,1.0,173.78824,21.79,4.8220696,61.041668,22.813583,4.8220696,74.85323,1009.82074,1009.134,173.78824,15.959999,6.0539494,24.359072,2.491312,0.3272179,0.22079168,0.34854165,0.28958333,30.486023,30.976082,30.411505,30.578165,3,2000
51,28.428167,33.192944,43242.957,40785.99,0.1,0.1,1.0,137.05208,22.14,4.8472705,27.375,22.201082,4.8472705,71.099724,1009.0749,1008.3894,137.05208,12.944999,4.306003,24.064194,2.61255,0.32452956,0.18820834,0.34800002,0.2895,30.588982,31.678162,30.382338,30.934418,3,2000
53,28.16775,32.42933,43279.15,40823.324,1.8000001,1.8000001,5.0,130.51926,18.11,4.241904,32.75,23.001083,4.241904,74.53027,1009.06665,1008.3804,130.51926,20.849998,9.318181,24.45916,2.1183333,0.3230238,0.17274998,0.3476667,0.28862503,30.61725,31.299004,30.388586,31.174002,3,2000
61,27.80525,32.723663,43315.355,39272.984,5.4,5.4,6.0,150.22397,20.39,4.407772,63.833332,23.369835,4.407772,78.02749,1008.87494,1008.18805,150.22397,17.609999,7.090143,24.61267,2.1954644,0.3244888,0.20062499,0.34712505,0.28816673,30.639608,31.571915,30.40525,31.132334,3,2000
63,27.405249,33.021107,43351.555,36694.316,10.9,10.9,12.0,141.44743,19.61,4.1702495,81.166664,24.19692,4.1702495,83.7412,1009.27924,1008.59125,141.44743,15.945001,5.804711,25.066912,2.0878298,0.3287767,0.25766668,0.3470001,0.28999996,30.570396,30.901087,30.41567,30.990664,3,2000
51,27.507334,31.830795,43387.707,40343.617,0.90000004,0.90000004,4.0,135.45006,23.16,5.0689006,98.416664,22.778166,5.0689006,77.11987,1009.77094,1009.08276,135.45006,20.744997,9.91351,24.158667,2.2113514,0.33018252,0.26925,0.3470001,0.29283342,30.43161,30.32192,30.388588,30.615664,3,2000
51,27.626083,32.310005,43423.805,37747.67,0.5,0.5,2.0,134.65694,22.1,4.863884,95.75,22.538582,4.863884,75.77334,1009.21655,1008.5291,134.65694,16.17,6.2744994,24.034227,2.4886944,0.32740673,0.23341666,0.34645844,0.29341674,30.35113,30.424002,30.338577,30.369835,3,2000
53,27.713583,32.85965,43459.81,38854.277,1.7,1.7,4.0,146.67879,20.4,4.3827596,85.458336,23.019835,4.3827596,77.16519,1008.12494,1007.4384,146.67879,14.1449995,4.4249053,24.362602,2.515492,0.32605582,0.22033334,0.34600008,0.29291674,30.393585,30.957336,30.288576,30.565666,3,2000
51,28.007334,32.566067,43495.7,39082.117,0.2,0.2,1.0,137.07913,21.56,4.912258,66.875,22.580252,4.912258,74.490776,1007.3625,1006.67706,137.07913,15.900001,6.9278965,24.194262,2.377656,0.32541338,0.21533334,0.34566665,0.29266664,30.38571,30.769836,30.273993,30.640669,3,2000
3,28.424002,32.450565,43531.453,41080.94,0.0,0.0,0.0,139.04904,24.48,5.607745,46.416668,21.807335,5.607745,70.316574,1007.6543,1006.9695,139.04904,20.67,8.771718,23.850473,3.180676,0.3223625,0.18000002,0.34508324,0.29191664,30.45167,31.428167,30.261496,30.778168,3,2000
51,27.988586,31.706354,43567.05,41116.84,0.2,0.2,1.0,136.81204,23.01,5.308136,71.041664,21.238583,5.308136,69.1687,1008.54584,1007.85944,136.81204,20.039999,8.2302885,23.320442,2.8362372,0.31993917,0.15391664,0.3446666,0.29049996,30.613817,32.330254,30.282324,31.178164,3,2000
51,27.913588,31.8995,43602.703,40641.18,0.6,0.6,3.0,137.9661,23.07,5.278196,53.375,21.819832,5.278196,71.577095,1008.37933,1007.6928,137.9661,19.829998,8.408706,23.65331,2.7239954,0.3185988,0.14487499,0.34399998,0.28941667,30.75094,32.50525,30.342758,31.565664,3,2000
51,28.203165,31.695602,43638.527,38728.652,0.2,0.2,2.0,117.26367,19.98,4.969547,92.458336,21.08442,4.969547,67.727715,1008.979,1008.29297,117.26367,19.14,8.019744,23.286333,3.2612822,0.31804168,0.14104165,0.34399998,0.28804174,30.809214,32.16358,30.43442,31.642746,3,2000
3,28.076086,31.015465,43674.48,32421.494,0.0,0.0,0.0,132.30734,20.16,5.094843,96.875,20.24275,5.094843,65.51542,1009.38336,1008.6965,132.30734,19.679998,9.130881,22.752892,3.2223651,0.31671834,0.13195834,0.34345832,0.28662506,30.833145,32.088585,30.486498,31.603165,3,2000
3,27.736502,30.729889,43710.547,29646.762,0.0,0.0,0.0,131.64307,15.27,3.988221,96.583336,20.419836,3.988221,66.87516,1009.67505,1008.98737,131.64307,18.419998,7.9145017,22.744339,3.0685327,0.31591582,0.12795834,0.34299996,0.2857083,30.768524,31.25733,30.53649,31.401083,3,2000
51,27.838583,31.204893,43746.7,38773.656,0.2,0.2,1.0,118.66589,18.09,4.383818,96.375,20.809416,4.383818,68.28843,1009.5708,1008.8835,118.66589,19.859999,7.341606,23.017565,3.2657547,0.3152725,0.12562503,0.342625,0.28470832,30.783735,31.915665,30.553156,31.196917,3,2000
3,29.09275,32.58876,43782.92,41035.246,0.0,0.0,0.0,126.67101,23.75,5.574171,61.916668,19.959417,5.574171,60.60191,1009.63324,1008.9487,126.67101,15.689999,5.536852,22.90531,3.7173018,0.3143676,0.12237496,0.342,0.28362498,31.134962,34.11983,30.592758,31.999,3,2000
63,28.315666,32.069527,43819.184,35613.707,4.8999996,4.8999996,5.0,81.55892,21.61,5.0319324,86.583336,21.105247,5.0319324,66.85207,1010.07086,1009.38434,81.55892,18.225,7.3959236,23.329058,3.239898,0.3157867,0.15004168,0.34150004,0.282875,31.318316,33.461502,30.72608,32.634415,3,2000
51,28.353167,32.50005,43855.47,40770.883,0.2,0.2,1.0,98.93051,23.76,5.48384,75.666664,21.65108,5.48384,69.220764,1010.0166,1009.33026,98.93051,18.209997,7.1227546,23.691116,2.955623,0.31827915,0.19154167,0.34100005,0.28262502,31.202543,32.08442,30.836508,32.163586,3,2000
